id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built
7379700051,20150410T000000,375000,3,1.75,1590,14766,1,3,8,1963
7348200195,20141209T000000,173250,3,1,990,12696,1.5,3,7,1936
4047200300,20150205T000000,599900,3,1.5,2605,12030,1,3,8,2003
4242900215,20140618T000000,646000,5,2.75,2870,4461,1,3,7,1976
7851980100,20140605T000000,1.08E+06,5,4.75,5180,17811,2,3,11,2001
9126101645,20140610T000000,558000,4,2,2180,3870,1,3,7,1900
2695600375,20141110T000000,354000,2,1,850,5225,1,3,7,1949
6648150090,20150108T000000,1.20E+06,4,4,4050,9517,2,3,11,1990
1189000245,20150331T000000,670000,4,2,2250,4200,1.5,3,7,1909
1169000057,20141006T000000,1.13E+06,6,4.25,3100,9378,3,3,11,1978
4013800131,20140807T000000,267500,2,1,1747,12250,2.5,4,6,1948
1787270090,20150225T000000,299800,4,2.5,2410,4708,2,3,8,2002
4037200735,20150414T000000,430000,4,1.75,2070,9120,1,4,7,1958
4083302370,20150313T000000,775000,5,1,1860,3040,1.5,3,7,1921
4319200820,20150122T000000,333000,3,1,950,5214,1,3,7,1944
7663700551,20150407T000000,336000,3,2,1060,11765,1,4,6,1951
6821102350,20150109T000000,323000,2,1,880,1712,2,4,7,1945
723069089,20140715T000000,575000,4,2.5,2550,56628,2,3,9,2001
8165500110,20141205T000000,328000,2,2.25,1550,2079,2,3,8,2008
8081900195,20141210T000000,572500,3,1,1590,4600,1.5,4,7,1926
2878601425,20140522T000000,600000,3,1.75,1650,5100,1,5,7,1908
5104512070,20150420T000000,412000,4,3,2430,7242,2,3,8,2003
3885802970,20141203T000000,827500,3,2.5,1810,7200,1,5,7,1960
3021049140,20150325T000000,300000,4,2.5,2890,17349,2,3,8,1994
5249801720,20141113T000000,415000,3,2.5,1280,5040,2,4,7,1985
2025049006,20141112T000000,750000,7,2.75,3410,4056,1.5,4,8,1906
7575700015,20140710T000000,800000,3,2.75,2220,4000,2,3,8,1914
2724049146,20150317T000000,420000,3,1,1060,6000,1,3,8,1954
8074200100,20141015T000000,266000,3,1.5,1120,8250,1,4,7,1957
1517900100,20141021T000000,499000,4,2.5,2680,10590,2,3,8,2004
2391602250,20140626T000000,440000,4,1.5,1770,5750,2,3,7,1947
7635801311,20140623T000000,495000,3,2,2950,12196,2,4,7,1918
3362401295,20150330T000000,630000,2,1.75,1260,5300,1,4,7,1951
3303230110,20140804T000000,424000,3,1.75,1430,6818,1,5,7,1972
1522600100,20140604T000000,760000,4,2.5,2730,36183,2,3,9,1986
6646200090,20140819T000000,650000,4,3.5,3270,15704,2,3,9,1990
2522059112,20140507T000000,248500,4,1.75,1720,10018,1,5,7,1960
3205100110,20150421T000000,379600,3,1.75,1270,12420,1,4,7,1962
6414100025,20140721T000000,538000,4,2.5,3260,10032,1,3,8,1978
3529000930,20140616T000000,530000,4,2.5,2050,6360,2,3,8,1988
4141400100,20150120T000000,545000,4,2.25,2050,9720,2,3,8,1967
9562200090,20140624T000000,925000,4,3,3580,35261,1.5,3,10,1985
7399800110,20141209T000000,565000,4,2.75,1960,48787,1.5,4,9,1983
6917700356,20140514T000000,405100,2,1,840,3522,1,3,6,1947
4040800600,20140609T000000,502000,3,1.75,1300,8800,1,4,8,1963
3629920300,20141103T000000,425000,3,2.25,1260,3000,2,3,7,2003
8944290090,20140623T000000,233500,3,2.25,1650,2958,2,3,7,1985
8091410930,20150323T000000,287000,3,2.5,1710,10341,2,3,7,1986
3313600266,20150213T000000,190000,3,1,1180,8775,1,3,7,1966
9508850100,20141103T000000,666000,3,2.25,2780,31510,2,3,8,1979
3330501545,20141201T000000,330000,2,1,950,3090,1,4,6,1909
31000165,20140911T000000,1.49E+06,5,3.5,3620,7821,2,3,10,1958
4123810090,20140909T000000,393000,3,2.25,2140,10256,2,3,8,1987
1180500100,20140924T000000,353000,4,2.75,1920,4627,1,3,8,1998
7549801140,20141020T000000,260000,2,1,750,6720,1,3,6,1916
7254000100,20141215T000000,680000,3,2.5,2060,2551,2,3,8,2001
644200090,20140715T000000,921000,3,2.25,2380,11200,1,4,8,1963
5101407305,20141218T000000,319000,2,1,750,6380,1,3,7,1949
6817801030,20150422T000000,280000,3,1,1160,10881,1,2,7,1983
7454001280,20140611T000000,220000,3,1,1050,6300,1,3,6,1942
8651440740,20150121T000000,219000,3,1.5,1740,5200,1,4,7,1977
1954430190,20140808T000000,528000,4,2.75,2050,7171,1,3,8,1988
4292300010,20140527T000000,405000,3,1.75,1980,8100,1,4,7,1949
8929000290,20140514T000000,372977,3,2.5,1690,1618,2,3,8,2014
1250201680,20150507T000000,934550,4,3.25,2320,5900,1.5,4,9,1910
868001705,20150206T000000,1.47E+06,3,1.5,2480,9900,2,3,10,1940
1370801585,20140603T000000,975000,4,2.25,2290,5350,2,4,9,1958
7501000130,20140505T000000,800866,5,2.5,3180,13806,2,4,10,1990
4178300130,20150413T000000,950000,7,3.5,3470,16264,2,4,9,1980
7550801206,20140904T000000,624000,4,3,1540,4140,1.5,5,7,1902
9201300050,20140814T000000,1.85E+06,5,2.25,2800,8442,2,3,9,1963
3816300095,20140514T000000,310000,3,1,1050,9876,1,3,7,1953
7399301100,20141204T000000,315000,3,1.75,1480,6800,1,4,7,1968
4151800470,20140820T000000,675000,3,2,1010,5973,1,5,6,1942
7811000020,20141113T000000,490000,3,1.75,1660,8208,1,4,8,1965
5166700050,20150211T000000,600000,5,2.25,2760,6350,1,3,7,1958
4045500130,20140909T000000,154000,2,1,1040,20524,1,3,6,1949
2927600675,20140609T000000,480000,4,1.75,2220,6500,2,4,8,1964
7686202580,20150213T000000,196900,3,1,1270,7500,1,3,6,1954
5690500095,20140826T000000,735000,3,3.25,2960,39370,2,3,10,1989
3876540630,20150227T000000,205500,3,2,1330,8748,1,3,7,1986
8929000170,20140616T000000,357186,2,1.75,1210,1040,2,3,8,2014
2621400080,20150128T000000,275000,4,2.5,2120,6754,2,3,7,1998
8154100020,20140906T000000,248500,3,1.75,2090,12026,1,4,7,1948
8097000190,20140602T000000,350000,3,2.5,2680,7836,2,3,8,1990
2624089181,20140812T000000,390000,4,2.75,1790,47250,1,3,7,1987
8718500275,20140715T000000,390000,3,2.75,1950,12240,1,3,7,1956
3575305495,20150413T000000,660000,5,2.25,3740,14913,1.5,4,9,1979
411100020,20141117T000000,310000,3,1.75,1140,8263,1,5,7,1950
9113200020,20140612T000000,717000,3,2.5,2480,5137,2,3,9,2000
2011400019,20141230T000000,260000,5,2.5,2580,11250,1,3,7,1964
3912000020,20150430T000000,745000,3,2,2290,5001,1,4,7,1960
8078370010,20150218T000000,470000,4,2.5,2320,12042,1,4,7,1975
5104650020,20150505T000000,429000,3,2.5,2530,8820,2,3,8,1997
7417700664,20150408T000000,220000,4,2,1400,7140,1,3,7,1969
2770604920,20140903T000000,497000,3,3,2060,1850,2,3,8,2007
1930300190,20140714T000000,716100,3,1,1640,4000,1.5,5,7,1909
3024079069,20140911T000000,371000,4,1,1960,94525,1.5,3,6,1979
723069049,20140724T000000,379000,5,2.75,3000,25175,1,4,7,1961
2210500019,20150324T000000,937500,3,1,1320,8500,1,4,7,1954
3856901435,20141027T000000,720000,4,2,1760,4500,1.5,5,7,1906
3948900050,20150427T000000,616000,3,3.25,2130,2306,2,5,7,1924
5412400170,20150414T000000,259000,3,2,1390,7120,1,3,7,1988
2856102280,20140514T000000,538000,3,1.75,1400,3825,1.5,4,6,1904
3288100290,20150507T000000,605000,3,2.75,3230,9576,1.5,4,8,1966
5145000190,20141103T000000,369950,3,1,1110,7603,1,3,7,1967
6679000170,20150414T000000,310000,3,2.5,1670,4220,2,3,7,2002
9536601045,20150428T000000,227500,3,1,1540,9450,1,4,7,1960
8731981410,20141121T000000,274000,4,2.25,2090,7400,1,3,9,1973
3574801350,20141120T000000,410000,3,2,1410,8088,1,3,7,1987
1922069099,20140523T000000,354800,3,2,1370,78408,1,5,7,1964
871001735,20140911T000000,650000,4,2.25,1910,5120,1,3,8,1954
2022059308,20150505T000000,353000,3,2,1678,13862,1,3,7,1994
2525300480,20150304T000000,224975,3,1,960,12745,1,4,6,1977
7979900440,20150512T000000,600000,2,1.75,2080,13054,1,3,7,1951
2558660290,20150218T000000,437500,3,2.25,1790,7700,1,4,7,1976
8650300190,20140521T000000,567000,3,2.5,2540,6093,2,3,9,1999
8643000225,20150506T000000,225000,5,1.5,1790,11656,2,3,7,1963
1105000233,20140906T000000,255000,2,1,940,9330,1,3,6,1941
9831200500,20150304T000000,2.48E+06,5,3.75,6810,7500,2.5,3,13,1922
945000250,20140613T000000,370000,2,1,900,4600,1,3,6,1951
4101410050,20150421T000000,675000,4,1.75,1900,8800,1,3,8,1975
1571100130,20140904T000000,285000,3,1,1440,4268,1,3,7,1953
7932000078,20140507T000000,310000,3,1.75,2070,37904,1,4,7,1973
2592400170,20141202T000000,475000,4,2.5,2240,7245,1,4,7,1972
2517010630,20150508T000000,410000,4,2.5,3320,5034,2,4,7,2006
6926700225,20140702T000000,895000,4,2.25,1950,5950,1,3,8,1947
8820902905,20140822T000000,375000,3,1.5,1240,7733,1,3,6,1941
5104510190,20150427T000000,349000,4,2.5,1830,4694,2,3,7,2003
9839301060,20150406T000000,650500,3,1.75,1740,4400,1.5,3,8,1903
2425700005,20150428T000000,760000,3,1.75,1410,15120,1,4,7,1950
9276201190,20140520T000000,480000,4,2.75,2050,3960,1,4,7,1986
8644210050,20140926T000000,689000,4,2.75,3220,16145,2,3,10,1993
2741100280,20140513T000000,415000,3,1.75,1960,5000,1,5,6,1911
2891000680,20150427T000000,195000,3,1.75,1070,6110,1,4,7,1968
7366100080,20140731T000000,318000,5,2.5,2820,9956,1,4,7,1967
3211270170,20140523T000000,404000,4,3,4060,35621,1,3,9,1989
3330500920,20141030T000000,339950,2,1,800,3090,1,4,6,1925
5437820080,20141124T000000,215000,3,1,1260,7897,1,3,7,1979
8097000380,20140818T000000,339900,3,2.5,2420,7423,2,3,8,1990
2591010290,20140519T000000,285000,1,1.5,810,3211,2,4,7,1982
1324300380,20140716T000000,550000,3,1,1600,5000,1.5,3,7,1947
3226049478,20140725T000000,430000,4,1,1350,9000,1.5,4,7,1964
7941500170,20141202T000000,219000,3,1,970,7790,1,3,6,1967
7522500005,20140815T000000,555000,2,1.5,1780,4750,1,4,7,1947
1545801630,20140721T000000,233000,3,2,1350,7686,1,3,7,1989
5151600480,20150402T000000,248000,3,1.75,1840,19501,1,4,8,1972
2731600080,20150422T000000,454000,5,2.25,2550,9200,1,4,8,1975
2804600010,20150331T000000,950000,4,2.5,1700,4418,2,3,8,1931
8899210680,20140915T000000,359000,3,2.5,2430,7857,2,5,8,1980
6649300190,20140903T000000,407500,5,2,2740,8230,1.5,3,7,1962
1312200080,20140528T000000,224000,3,1.5,1560,7300,1,4,7,1964
1721801025,20140718T000000,210000,2,1,1040,4590,1,3,7,1954
7942200050,20150123T000000,261000,4,1.75,1820,9824,1,5,7,1968
9528100963,20140806T000000,719000,3,3,1833,1706,3,3,9,1998
9297301495,20150203T000000,440000,3,2.5,2160,3738,2,3,8,1994
192300020,20140521T000000,525000,3,2.75,2100,10362,2,3,9,1998
9477100170,20140721T000000,375000,3,1.5,1370,9720,2,3,7,1968
6705120280,20150331T000000,428000,2,2.5,1414,1960,2,3,8,1986
7203220050,20141118T000000,988830,5,3.25,4115,7910,2,3,9,2014
6858700225,20141004T000000,199950,3,1.75,1550,6225,1,4,7,1949
8712100605,20141028T000000,840000,4,2.25,2100,3671,1.5,3,8,1929
5702380500,20140908T000000,285000,3,1.75,1160,7006,1,4,7,1992
6181430280,20140915T000000,330000,5,2.5,3597,4972,2,3,7,2006
7138000170,20150102T000000,147500,3,1.5,1230,10125,1,3,7,1960
6669010290,20141107T000000,320000,4,2.5,2190,7125,2,5,8,1978
5706200280,20140701T000000,382500,3,1.75,1040,9000,1,4,7,1967
1338300170,20150324T000000,2.05E+06,5,4,4690,8208,2,3,9,1926
8562800250,20140814T000000,596000,4,2.25,2270,10000,1,5,8,1974
109210280,20141111T000000,220000,4,2.25,1950,7280,2,4,8,1979
3216900080,20140925T000000,325000,3,2.5,1880,6818,2,3,8,1993
629500170,20150326T000000,679950,4,2.5,2850,5664,2,3,9,2001
5272200005,20150218T000000,175000,2,1,1160,6911,1,3,7,1947
7205000080,20141201T000000,268000,3,1.75,1370,10050,1,4,7,1966
1117200170,20140919T000000,715000,4,3.5,3260,110579,2,3,10,1997
5561300480,20150408T000000,600000,7,2.25,3170,36384,2,3,8,1969
6896300380,20141002T000000,228000,0,1,390,5900,1,2,4,1953
3293400010,20150304T000000,950000,5,2.5,3450,35880,2,3,11,1992
3421059049,20140610T000000,475000,2,1.75,1490,224334,1,3,8,1983
524069049,20150402T000000,700000,3,1.5,1460,78408,1,4,7,1963
1524079093,20140827T000000,275000,3,1.75,1300,20700,1,3,7,1962
1524079093,20150318T000000,369500,3,1.75,1300,20700,1,3,7,1962
3832710680,20140721T000000,215000,4,2,1540,7575,1,4,7,1978
686200840,20150422T000000,593450,4,2.25,2130,7172,2,4,8,1964
8682310460,20140709T000000,498800,2,1.75,1350,4614,1,3,8,2008
446000190,20141208T000000,849000,5,3.25,2450,6534,2,3,8,1951
8805900430,20141229T000000,1.15E+06,4,2.5,1940,4875,2,4,9,1925
3629921060,20140715T000000,825000,5,2.5,2890,5110,2,3,9,2003
8856890020,20150224T000000,265000,3,1.75,1680,9769,1,3,8,1989
2115510470,20141223T000000,285000,4,2.25,1960,10400,1,4,8,1985
1545803890,20141231T000000,240000,3,1.75,1590,7931,1,3,7,1979
3322049126,20140721T000000,261000,4,1,1390,17739,1,3,7,1958
6669020500,20140627T000000,330000,4,1.75,2440,7350,1,3,8,1978
3832710840,20140602T000000,250000,4,2,1850,7560,1,4,7,1978
7212651950,20140710T000000,350000,4,2.5,2800,9538,2,3,8,1993
1331900020,20140925T000000,930000,3,2.5,3780,35273,1.5,3,10,1986
7140200380,20141030T000000,275000,3,2,1910,8050,1,4,7,1980
7972601235,20150223T000000,325000,4,2.25,2460,7620,1,3,7,1969
2848700585,20150424T000000,255000,1,1,810,5000,1,3,7,1936
6132600380,20150320T000000,562200,3,1.5,1900,5250,1,4,7,1943
2424059127,20140820T000000,952000,2,1.75,3490,88909,1,3,10,1980
2591830130,20140504T000000,365000,3,2.5,2200,7350,1,5,8,1988
1771100130,20150316T000000,332900,3,1.5,1190,11996,1,4,7,1969
8856700190,20150423T000000,721000,3,2.25,2040,18360,2,4,8,1983
7852040080,20150421T000000,487275,4,2.5,2400,3986,2,3,8,1999
5648600190,20150429T000000,310000,3,2.5,1670,5791,2,3,7,1995
4154300275,20150115T000000,245000,2,1,990,4800,1,3,6,1908
5438000280,20150415T000000,325000,3,1.75,2920,10573,1,4,7,1964
9201000480,20141112T000000,550000,3,1.75,1840,9401,1,3,8,1971
1604600660,20140512T000000,350000,2,1,910,4500,1.5,4,7,1906
522069022,20140714T000000,599000,5,2.5,2950,72309,2,3,8,2006
4331400190,20141112T000000,259950,3,1.5,1240,9500,1,4,7,1955
9407150130,20141201T000000,240000,4,2.5,1980,7264,2,3,7,1996
2212900470,20150211T000000,186000,3,1,1200,10080,1,4,7,1969
6600220080,20150204T000000,395000,3,1.5,1280,15028,1,3,7,1982
9558050020,20140915T000000,475000,4,2.5,3150,5757,2,3,9,2004
8691300420,20140804T000000,815000,5,3.5,3500,10794,2,3,10,1996
5450300010,20140902T000000,572000,3,1.5,1680,13751,1,4,7,1951
339600460,20141017T000000,419500,3,2.5,1360,3188,2,3,7,1986
9264910920,20140903T000000,298700,3,2.25,2110,7350,1,3,8,1980
121029034,20140624T000000,549000,2,1,2034,13392,1,5,7,1947
2123049420,20150422T000000,278000,3,1.5,1900,9994,1,3,7,1960
7950302890,20141230T000000,455000,4,2,2380,4500,1.5,3,6,1926
6117500430,20140819T000000,925000,5,3.5,4050,13495,1,4,9,1988
1972200660,20150415T000000,465000,2,1.5,1120,1201,3,3,8,1999
3629830050,20141001T000000,620000,4,4,2850,2970,2,3,8,1999
9257900010,20150422T000000,499900,4,2.25,2360,7650,1,3,8,1963
6072000440,20150206T000000,620000,5,3,2540,11422,1,3,8,1962
6844702630,20141108T000000,450000,3,1.75,1160,6120,1,3,7,1941
3630090050,20150220T000000,690000,4,3.5,2710,2147,2,3,10,2007
9809000020,20140513T000000,1.90E+06,5,2.25,3120,16672,2,4,9,1969
9809000020,20150313T000000,1.94E+06,5,2.25,3120,16672,2,4,9,1969
5021900050,20140818T000000,832500,3,2,1870,9527,1,4,7,1951
1003600080,20141107T000000,245000,3,1,1010,9678,1,5,7,1955
7701960130,20141017T000000,820000,3,2.5,2980,18935,1.5,3,11,1990
2395710020,20140807T000000,369000,4,2.75,2420,6495,2,3,8,2005
7203230010,20141015T000000,1.05E+06,4,3.25,3830,8331,2,3,9,2014
9830200380,20140917T000000,653000,3,3,3040,5067,3,3,10,1993
9407111100,20150422T000000,220650,2,1.75,1460,10500,1,3,7,1980
9572000080,20140616T000000,300000,5,3,1940,6355,1,3,8,2007
3629870420,20140912T000000,970000,4,3.5,3780,20023,2,3,10,2001
2459970020,20141124T000000,360000,4,2.5,1950,5451,2,3,7,2004
5547700190,20150330T000000,672500,3,2.5,2450,5760,2,3,9,2000
421000285,20150423T000000,268000,4,1.5,1730,7020,1.5,4,5,1953
3277801640,20141202T000000,440000,4,1.5,1690,3245,1.5,3,8,1929
1250203070,20140514T000000,1.40E+06,3,2.5,2550,7200,2,3,10,1981
8077200470,20140718T000000,590000,4,2.5,2290,11072,2,3,9,1986
302000545,20150127T000000,359000,4,2.25,2710,22860,1,4,7,1962
9542801990,20140529T000000,266500,4,1.75,1880,7632,1,4,7,1978
3343901403,20141216T000000,635000,4,2.5,2930,8679,2,3,8,2014
1121059030,20141013T000000,559000,3,2.5,3110,217800,2,3,9,2001
9290850950,20141218T000000,895000,4,2.5,3480,38985,2,3,10,1989
1136100006,20150127T000000,625000,2,1.5,1110,118047,1,3,7,1961
7923300285,20150312T000000,650000,4,2.25,2440,9320,1,4,7,1957
1823059028,20150224T000000,312500,4,1.75,2280,7840,1,3,7,1957
8864000440,20140925T000000,225000,3,1,900,6099,1,3,6,1944
9512500680,20141119T000000,425000,4,1.75,1980,8400,1,3,7,1968
3421069120,20150219T000000,329999,3,2.75,3360,41250,1,4,7,1988
4376700430,20140716T000000,572000,5,2.25,2340,9225,2,3,8,1973
8562890430,20150407T000000,386500,4,2.5,3110,5048,2,3,8,2002
452002005,20150121T000000,452000,2,1,980,5000,1,3,6,1904
7228500094,20141212T000000,278000,4,2,1480,6324,1,3,7,1943
8078700020,20140603T000000,474900,3,2.25,1800,43647,1,4,8,1976
5035300255,20150414T000000,450000,2,1.75,2130,6574,1,3,8,1946
9528104985,20141104T000000,611000,2,1,1270,5100,1,3,7,1900
7237590010,20140605T000000,214100,2,2.5,1150,2064,2,3,7,2004
3158500250,20140514T000000,317000,3,2.5,1840,5011,2,3,8,2012
868001402,20150305T000000,1.00E+06,4,3.5,3180,12528,2,4,9,1979
5606000233,20150424T000000,1.00E+06,5,2.75,1510,5700,2,4,7,1946
5214500660,20150505T000000,525000,4,2.5,3070,7200,2,3,8,2005
3578110020,20141001T000000,436000,3,2.25,1800,6680,2,3,8,1983
3578401330,20140718T000000,450000,3,1.75,1540,9154,1,3,8,1983
7525000080,20140502T000000,588500,3,1.75,2330,14892,1,3,8,1980
4273000095,20150511T000000,340000,4,1.75,1400,8374,1,3,7,1953
4014400190,20140714T000000,482000,4,2.5,2846,85377,1.5,3,8,2000
8678500020,20141213T000000,1.58E+06,4,3.5,5830,131116,2,3,11,2005
6918700130,20140811T000000,749000,3,2.5,3380,7126,2,3,8,1965
2473350470,20150511T000000,330000,3,1.5,1440,7875,1,4,8,1968
9274200314,20140821T000000,568000,3,2.5,1740,1279,3,3,8,2008
2938100010,20140924T000000,239000,3,1.75,1470,8925,1,4,7,1957
8564950250,20150107T000000,528000,3,2.5,2810,4932,2,3,8,2003
3438502715,20140730T000000,385000,4,3,2090,5102,1,3,7,1994
280610020,20140902T000000,825000,4,3.25,4110,14219,2,4,10,1979
2487200938,20141126T000000,815000,5,3.25,3230,5000,2,3,9,2002
1775500362,20141013T000000,625000,4,2.5,2601,34335,2,3,9,1995
2483200010,20141007T000000,690000,3,1.75,2070,6000,1,3,8,1955
4365700130,20150325T000000,210000,3,1,1660,7440,1,3,7,1957
9136101271,20150416T000000,599000,4,1,1590,4280,1.5,3,7,1924
1370804295,20150212T000000,860000,3,1.75,1860,5584,1,3,8,1951
422049178,20150212T000000,147200,3,1,1420,9600,1,4,6,1954
9161100795,20150506T000000,476900,3,1,1240,5758,1.5,4,6,1910
5561300380,20140807T000000,450000,4,2.5,2500,36254,1,4,8,1978
1443550020,20150506T000000,570000,4,2.5,2640,11816,2,3,8,1999
9547201155,20141016T000000,567500,3,1,1440,3060,1.5,4,7,1910
3625059120,20141023T000000,790000,5,3.25,3030,20446,2,3,9,1976
644000185,20140707T000000,875000,3,1.5,1820,12686,1,4,7,1952
5710500010,20140610T000000,490000,3,2,2220,10275,2,3,9,1980
2482410130,20140610T000000,335000,3,1.75,2430,9133,1,4,7,1978
6071900130,20150415T000000,550000,3,1.75,1670,10798,1,4,8,1962
6817800630,20140516T000000,385000,3,1.75,1180,10541,1,4,7,1981
6204400130,20140718T000000,395000,3,1.75,1620,8085,1,3,7,1976
9274203190,20140611T000000,650000,2,1,1030,5750,1,5,8,1928
293610020,20150304T000000,637000,4,2.75,2900,5803,2,3,9,2007
3583400130,20141014T000000,692500,3,2.25,3420,9900,1,3,9,1963
7230400430,20140930T000000,322400,3,1.75,1710,15844,1,4,8,1964
7140600190,20140905T000000,233500,3,1.5,1580,10517,1,4,6,1957
6817801410,20140624T000000,400000,3,2,1230,11413,1,3,7,1984
6430500010,20140620T000000,547000,5,2.5,2200,4080,1.5,5,7,1916
3023049215,20140702T000000,519000,5,2.25,2570,13054,1,3,8,1950
3625710080,20140626T000000,1.03E+06,4,3.5,3320,19850,1,4,10,1977
3390600010,20140502T000000,365000,3,1,1090,6435,1,4,7,1955
9238480020,20150319T000000,699000,5,2.75,2970,36817,2,4,8,1978
1036000080,20141009T000000,525000,3,1.75,1970,8000,1,4,8,1968
1561930020,20140522T000000,430000,4,3,3220,8936,2,3,9,1990
3876100080,20141215T000000,325000,3,1,1600,7500,1,3,7,1966
7454000605,20140710T000000,279000,2,1,670,6300,1,5,6,1942
1870400635,20150311T000000,805000,4,1.75,2360,4750,2,5,7,1911
8820900299,20150204T000000,419950,3,3,2150,3962,1.5,3,7,1949
8132700185,20150416T000000,425000,2,1,620,4455,1,3,6,1927
6413600275,20140724T000000,446000,4,1.75,1730,5922,2,5,7,1949
2888000020,20150302T000000,455000,5,2,2500,7860,1,3,7,1963
3298700426,20140709T000000,226550,3,1,990,4440,1,3,6,1943
3362401815,20140930T000000,764000,3,2,1420,4080,1.5,5,8,1904
5469500020,20150505T000000,439950,3,2.25,2170,15000,2,4,8,1978
6430000280,20141216T000000,453000,4,2,1880,5100,1,3,8,1952
1140000190,20150206T000000,219950,3,1,1300,9620,1,3,7,1971
8021700715,20140514T000000,702500,3,1.5,2360,6750,2,5,7,1926
5151600170,20141016T000000,285000,3,1.5,1780,12231,1,4,8,1956
8129700255,20150213T000000,798750,2,2.25,2160,2578,3,3,8,2005
9285800345,20140626T000000,320000,2,1,950,5316,1,3,7,1948
5706200170,20141216T000000,425000,3,1.75,1680,14630,1.5,3,8,1985
5536500020,20140716T000000,540000,4,2.5,2290,4450,2,3,9,2004
98000950,20141210T000000,1.06E+06,4,5.25,4140,14757,2,3,11,2005
3362401611,20150325T000000,1.17E+06,4,3.75,3920,4500,3,3,8,2013
6205500280,20150421T000000,576000,3,1.75,1500,13891,1,4,7,1951
7199330010,20150417T000000,525000,3,1.75,1720,7200,1,3,7,1977
1332200130,20140822T000000,324950,4,2.5,2641,8615,2,3,7,1998
3244500078,20140822T000000,600000,3,2.5,4930,77536,2,3,9,1981
3342102880,20140811T000000,464000,3,2.5,2460,5400,1,4,8,2001
2557000630,20140707T000000,266000,4,2.25,1995,7102,2,4,8,1981
1117200190,20140804T000000,775000,3,2.5,3010,74390,2,3,10,1998
8122100130,20140618T000000,415000,3,1.75,1270,4800,1,3,7,1952
9558040050,20140919T000000,550000,4,2.75,3080,6731,2,3,9,2003
5702380630,20150114T000000,235000,3,2.25,1670,7606,2,3,7,1990
3300790670,20140620T000000,280000,3,2,1470,8089,1,3,7,1987
2558660190,20141030T000000,459000,3,1.75,1730,7807,1,3,7,1976
4388000460,20141014T000000,195000,3,1,1070,7615,1,4,7,1969
3224800010,20141112T000000,235000,3,1.5,1660,8738,1,4,7,1959
1672000020,20141126T000000,711800,4,2.25,2410,16650,1,4,8,1965
2767701416,20150116T000000,440000,3,2.5,1040,1032,3,3,7,2007
7821200307,20150217T000000,515000,2,1,970,3300,1,4,7,1916
4219400290,20140502T000000,1.20E+06,5,2.75,2910,9480,1.5,3,8,1939
6072650290,20150406T000000,560000,3,1.75,2340,12443,1.5,4,8,1965
5647900670,20140620T000000,340000,3,1.75,1880,11249,1,3,7,1985
1965200010,20141110T000000,600000,2,1,1110,3500,1.5,3,6,1912
319500080,20140618T000000,764000,4,2.5,2790,7938,2,3,9,1997
9526500080,20140729T000000,337000,4,2,1590,8779,1,3,8,2001
7856410430,20140530T000000,1.39E+06,6,2.75,5700,20000,1,4,10,1977
8128700005,20141119T000000,249000,4,1,1200,7552,1,3,6,1919
3444910020,20140715T000000,350000,3,3,3200,35782,1,3,8,1978
2025700130,20150129T000000,269950,3,2.25,1510,6000,1,4,7,1993
224069134,20150225T000000,735000,3,1.75,1880,108900,1,3,7,1978
4217400305,20150331T000000,1.30E+06,4,2.5,3070,4000,2,4,8,1940
3288301410,20140911T000000,475000,4,2.25,2110,7560,2,4,8,1974
9264950660,20150310T000000,339000,3,2,2350,8459,1.5,3,9,1989
6744700285,20150311T000000,600000,4,3.5,3270,15160,1,3,8,1997
7750500275,20140807T000000,397500,4,1.75,2220,4760,1,3,7,1918
1125069153,20140822T000000,1.53E+06,4,3.5,5990,111078,2,3,11,2004
1425059178,20140507T000000,460000,3,2,1760,9055,2,4,7,1985
6671900130,20141216T000000,370000,4,2.75,2200,5207,1,5,7,1951
3172600151,20150325T000000,250000,4,1,1550,7296,1.5,3,6,1957
7237550020,20140703T000000,1.10E+06,4,3.75,5070,60123,2,3,11,2000
1934800078,20140930T000000,430000,2,2.25,1040,1516,2,3,8,2008
4385700660,20140807T000000,1.09E+06,3,1.5,2560,4000,1.5,5,8,1927
923000414,20150419T000000,670000,3,1.75,1850,8160,1,3,8,1952
2624049167,20150423T000000,461550,3,1.5,2090,11895,1,3,7,1954
8929000380,20140805T000000,479990,3,2.5,2010,2386,2,3,8,2014
4221250010,20150414T000000,643000,4,2.5,2518,4663,2,3,8,2005
8861500080,20140930T000000,607000,3,2.75,2810,12813,2,3,8,1988
1592000780,20140523T000000,625000,3,2.5,2600,10092,1,3,9,1984
2484200080,20140729T000000,731100,3,2.5,2060,8778,1,3,8,1953
2322059136,20150309T000000,859000,3,2.5,2920,434728,2,4,8,1999
2591820080,20141103T000000,435000,4,2.5,2130,10375,2,4,8,1986
5729000080,20141029T000000,465000,3,3,2290,15600,1,3,8,1948
5100402764,20150415T000000,740000,3,1,1230,6380,1.5,3,7,1927
5454000010,20141210T000000,740000,3,1.75,2020,9478,1,4,9,1961
5412300130,20141119T000000,250000,3,2,1430,7280,1,3,7,1980
6873000190,20150311T000000,656000,2,2.5,2270,1763,3,3,7,2009
9485300190,20141009T000000,300000,4,2.5,1910,8058,2,3,8,1992
326069132,20150220T000000,643000,3,1.5,1780,214315,1,3,7,1954
